dlga_start:close_window|Aviso: esta linha nunca é exibida. É apenas para armazenar variáveis de conversação.
dlga_wedding_ceremony_vows_complete:close_window|E agora eu declaro você e {s3} como marido e mulher. Vamos agora à câmara preparada para você e façamos os arranjos necessários para que sua noiva se junte a você no seu salão em {s11}.
dlga_spouse_pretalk:spouse_talk|Algo mais, {s0}?
dlga_spouse_organize_feast:spouse_pretalk|Uma ideia esplêndida, {s0}. Entretanto, esperemos que se conclua este banquete antes de começar a organizar outro.
dlga_spouse_organize_feast:spouse_pretalk.1|Uma ideia esplêndida, {s0}. Contudo, devemos instaurar uma corte antes de poder dar um banquete.
dlga_spouse_organize_feast:spouse_pretalk.2|Uma ideia esplêndida, {s0}. No entanto, nosso reino celebrou um banquete há pouco tempo. Talvez devêssemos esperar outros {reg3} dias antes de realizar outro.
dlga_spouse_organize_feast:spouse_evaluate_larder_for_feast|Uma ideia esplêndida, {s0}. No entanto, para evitar ofender nossos convidados, devemos garantir que podemos oferecer-lhes um banquete rico e variado, para os lordes, suas famílias e seus súditos. Dito isto, devemos contar que haverá duas centenas de bocas para alimentar durante vários dias. Vamos fazer um inventário de nossas posses...
dlga_spouse_evaluate_larder_for_feast:spouse_feast_confirm|{s9}
dlga_spouse_feast_confirm:spouse_feast_added_items|Permita-me adicionar mais alguns bens ao nosso estoque.
dlga_spouse_feast_added_items:spouse_evaluate_larder_for_feast|Perfeito, deixe-me reavaliar o que temos...
dlga_spouse_feast_confirm:spouse_feast_confirm_yes|Enviemos os convites.
dlga_spouse_feast_confirm:spouse_pretalk|Esperemos, então.
dlga_spouse_feast_confirm_yes:spouse_pretalk|Enviarei uma mensagem então, anunciando que realizaremos um banquete, logo que as circunstâncias do reino o permitam. Talvez você devesse continuar provisionando nossas despensas, de modo a honrar a nossa bem considerada hospitalidade.
dlga_spouse_feast_confirm_yes:spouse_pretalk.1|Muito bem, de acordo. Que comece o banquete de imediato em nossa corte {reg4?aqui:} em {s9}. Você talvez deva continuar reabastecendo nossa despensa, para assim poder fazer justiça à nossa reputação de hospitalidade. Você pode declarar o encerramento da festa a qualquer tempo, basta começar uma campanha, ou ainda, deixar os vassalos saberem que podem voltar às suas casas.
dlga_start:close_window.18|É maravilhoso... em breve estaremos casados! Embora eu deva dizer-lhe que, segundo nossos costumes, os prometidos não devem conversar a sós até estarem casados.
dlga_start:close_window.19|Oh, {playername}, pode ser que não conheça nossos costumes, mas esperava que alguém lhes houvesse dito... Por favor, fale primeiro com meu {s11}, {s4}.
dlga_start:close_window.20|Não sei onde encontrar meu {s11}, {s10}, que segundo as tradições é quem deve presidir nosso casamento. Talvez devamos esperar até que alguém o encontre.
dlga_start:close_window.21|O honrado {s12} concordou em permitir que retornemos às nossas famílias. Começaremos a viagem o quanto antes.
dlga_start:kingdom_lady_captive|Que dura é a solidão! Como sinto falta da minha família!
dlga_start:kingdom_lady_captive.1|Não tem vergonha, {senhor/senhora}, por reter uma dama desta maneira?
dlga_start:kingdom_lady_captive.2|É estranho. Às vezes você me mostra grande gentileza, e ainda assim continua retendo-me aqui contra minha vontade.
dlga_start:kingdom_lady_captive.3|Por que minha família não pagou o resgate? Você me retém aqui como sua prisioneira, mas parece que se preocupa mais comigo do que eles!
dlga_lady_stranded_next:close_window|Saudações, {senhor/milady}. As tormentas da guerra me deixaram presa nesta fortaleza, mas em breve partirei.
dlga_start:lady_talk_refugee|{playername}, permita-me supor que você, como {homem/mulher} de honra, concederá às damas de sangue nobre o direito de retornar livremente para as suas famílias, e não exigirá nenhum resgate.
dlga_start:lady_escort_lady_succeeded|Obrigada por escoltar-me até aqui, {playername}. Por favor, aceite este presente como forma de minha gratidão. Espero que nos encontremos de novo no futuro.
dlga_lady_escort_lady_succeeded:close_window|Foi uma honra servi-la, {s65}.
dlga_start:close_window.22|Em breve partirei para {s5}. É bom saber que ainda há pessoas neste mundo com senso de honra.
dlga_lady_talk_refugee:close_window|Mas é claro, milady.
dlga_lady_talk_refugee:lady_captive_talk|Você supôs mal, milady!
dlga_lady_captive_talk:lady_captive_confirm|O quê?! Que infâmia é esta?
dlga_lady_captive_confirm:close_window|Minhas desculpas... você deve ter me interpretado mal. É claro que você pode ir embora.
dlga_lady_captive_confirm:close_window.1|Contate sua família para oferecer um resgate, milady.
dlga_kingdom_lady_captive:close_window|Então escreva a sua família e peça-lhes que se apressem com o resgate!
dlga_kingdom_lady_captive:close_window.1|Mudei de ideia... você está livre para ir embora.
dlga_start:close_window.23|Bem, {playername}... você teve um duelo com {s10} e perdeu. De acordo com nossos costumes e tradições, não posso voltar a recebê-lo. Adeus, {playername}.
dlga_start:lady_duel_lost|Oh, {playername}! Ouvi falar de seu duelo com o {s10}. Desejaria que jamais houvesse lutado contra ele, mas agora a nossa honra e tradição lhe obrigam a que, devido a derrota frente a ele, deve romper seus laços comigo. Adeus, {playername}.
dlga_lady_duel_lost:close_window|Muito bem, façamos como exige a tradição... Adeus, milady.
dlga_lady_duel_lost:lady_duel_lost_flaunt_conventions|Que apodreça-se a honra e a tradição!
dlga_lady_duel_lost_flaunt_conventions:close_window|Oh, {playername}! Ainda que sejam insuportáveis os comentários das pessoas, partiria meu coração não vê-lo novamente. Ignoremos esta tradição estúpida e cruel.
dlga_lady_duel_lost_flaunt_conventions:close_window.1|Não, {playername}, não posso permitir que meu bom nome seja manchado, e você também não.
dlga_start:lady_start|Oh, {playername}! Chegou até mim a notícia de que você ganhou o duelo com o {s10}. Não sabe o quanto eu lhe agradeço por ter me livrado das atenções {reg3?daquela mulher:daquele homem}!
dlga_start:lady_start.1|Bem, {playername}, você ganhou o duelo com {s10}. Claramente, {reg3?ela:ele} não era {reg3?digna:digno} de minhas afeições.
dlga_lady_duel_rep_1:lady_start|Bem, {playername}... você ganhou o duelo com o {s10}. Oh, tal tolice, que esses homens tenham que lutar por mim! *Suspiro*... Mas é um pouco romântico, suponho.
dlga_lady_duel_rep_2:lady_start|Bem, {playername}... você ganhou o duelo com o {s10}. A honra dita que ele e eu não voltemos a nos encontrar... Você deve saber que eu o estimava. Não me fez nenhum favor lutando com ele, senhor.
dlga_start:lady_qst_duel_for_lady_succeeded_1|{Meu querido/Minha querida} {playername}, que alegria vê-l{o/a} de novo! Ouvi dizer que você deu uma lição bem merecida nesse repugnante {s13}. Espero que {reg3?ela:ele} nunca esqueça esta humilhação. Eu tenho uma recompensa para você, mas temo que é pouco comparado ao que você fez por mim.
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2|Oh, bom, terá que valer.
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.1|{s66}, isto é muito!
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.2|Por favor, {s65}, a recompensa não é necessária.
dlga_lady_qst_duel_for_lady_succeeded_2:lady_pretalk|{s10}
dlga_start:lady_qst_duel_for_lady_failed|Disseram-me que você tinha exigido satisfações de {s13} para provar minha inocência, {playername}. Foi um gesto muito nobre de sua parte e obrigado por seus esforços.
dlga_lady_qst_duel_for_lady_failed:lady_qst_duel_for_lady_failed_2|Peço que perdoe minha derrota, {s65}...
dlga_lady_qst_duel_for_lady_failed_2:lady_pretalk|Não tem importância, {querido/querida} {playername}. Você tentou. A verdade não pode ser provada pela ponta de uma espada, mas você colocou voluntariamente sua vida em risco por minha honra. Só com isso já convenceu a muitos de minha inocência.
dlga_start:lady_start.2|Ah, {playername}, você deve ter recebido minha mensagem. Estou tão feliz por ter vindo!
dlga_start:lady_proposal_pending|{playername}, há alguma mensagem de minha família?
dlga_start:lady_betrothed|Ouvi dizer que meu {s11} recusou-se a lhe conceder a minha mão. Isso significa que devemos nos separar?
dlga_start:lady_generic_mission_succeeded|Oh, {playername}, você o trouxe de volta para mim! Nunca lhe agradecerei o bastante por resgatar meu {s11}. Por favor, leve isto como um pequeno pagamento por sua nobre façanha.
dlga_start:rescue_prisoner_succeed_1|Oh, {playername}, você o trouxe de volta para mim! Muitíssimo obrigada por resgatar meu {s11}. Por favor, tome isto como um pequeno pagamento por sua nobre façanha.
dlga_rescue_prisoner_succeed_1:lady_pretalk|Será sempre uma honra servi-la, {s65}.
dlga_start:lady_meet_end|Você deve ser {playername}. Acabamos de ter a honra de observar sua distinta habilidade no recente torneio{s8}.
dlga_start:lady_meet_end.1|Você deve ser {playername}. Meu {s15}, {s16}, me falou muito bem de você. Estou encantada em conhecê-lo.
dlga_start:lady_premeet|Você, de fato, não me é familiar...
dlga_start:close_window.24|Ah, {playername}. Como é bom vê-l{o/a} novamente. Contudo, acredito que necessitam de mim em outro lugar.
dlga_start:lady_start.3|{playername}, me enche de prazer vê-lo novamente. (Sussurros:) Ainda me recordo com carinho das suas visitas...
dlga_start:lady_meet_end.2|Ah, {playername}. Foi incrível observar sua excepcional habilidade no último torneio.
dlga_start:lady_start.4|{s12}
dlga_lady_start:lady_betrothed|Tenho más notícias. Fui prometida ao {s5}... contra a minha vontade, devo dizer! Oh, {playername}, lamento tanto em não poder me casar com você!
dlga_lady_start:lady_betrothed.1|Bem, {playername}, fui prometida ao {s5}. Sendo assim, a partir de agora não é mais correto que nos vejamos como o de costume.
dlga_lady_start:lady_other_suitor|Devo lhe dizer... há outro nobre interessado em mim, embora eu não o suporte. Tenho medo de seus planos para mim, e ele pode tentar me forçar a casar com ele contra a minha vontade.
dlga_lady_start:lady_talk|{s11}É provável que não nos convenha continuar esta conversa aqui... mas espero voltar a vê-lo em breve.
dlga_lady_start:lady_talk.1|{s11}
dlga_lady_start:lady_talk.2|Estava pensando em me retirar para meus aposentos, mas talvez tenhamos outra oportunidade para falar mais tarde...
dlga_lady_start:lady_talk.3|É tão bom ter a oportunidade de passar nosso tempo juntos.{s12}
dlga_lady_start:lady_talk.4|O que o traz aqui hoje?
dlga_lady_proposal_pending:close_window|Não há notícias, por enquanto...
dlga_lady_proposal_pending:lady_proposal_pending_end|Pensando melhor, agora não é o momento de nos casarmos.
dlga_lady_proposal_pending_end:close_window|{s11}
dlga_lady_betrothed:lady_suggest_elope|Nunca! Devemos fugir juntos!
dlga_lady_betrothed:lady_pretalk|Talvez possa fazer seu {s11} mudar de ideia.
dlga_lady_betrothed:lady_conclude_relationship|Que assim seja, vamos nos separar.
dlga_lady_suggest_elope:lady_conclude_relationship|Bem, {playername}, você é um homem bom e gentil, mas uma dama da nobreza não pode desafiar a sua família. Essas coisas não são aceitáveis!
dlga_lady_suggest_elope:lady_other_suitor|Milorde... como sabe, tenho recebido propostas de uma série de cavaleiros além de você. Ainda não cheguei em um ponto onde possa me comprometer com nenhum deles.
dlga_lady_suggest_elope:lady_conclude_relationship.1|Ah, {playername}, você deve entender. Você está esculpindo o seu caminho neste mundo. Tenho-lhe grande estima, {playername}, mas não vou me entregar a um caminho incerto.
dlga_lady_suggest_elope:lady_conclude_relationship.2|Ah, {playername}, ainda que seja gentil comigo, não estou suficientemente convencida de sua moralidade antes de correr tal risco. Embora eu tenha pouca afeição por meu prometido, seria um golpe pesado ir contra os desígnios de minha família, e eu não confio o suficiente em você para dar esse passo.
dlga_lady_suggest_elope:lady_conclude_relationship.3|Bem, {playername}, uma fuga iria destruir meus vínculos com minha nobre família, que são tudo para mim! Tenho uma considerável afeição a você, mas não estou disposta a correr esse risco.
dlga_lady_suggest_elope:lady_conclude_relationship.4|Bem, {playername}, eu não estou acostumada a viver na dureza das campanhas de guerra como você. Eu quero um lar para chamar de meu. Se você fosse um lorde de um castelo ou de uma cidade com um grande salão, eu me tornaria sua esposa com grande prazer, e seria a dona da casa. Mas não quero viver como um animal caçado de um lado para outro.
dlga_lady_suggest_elope:lady_elope_agree|Fugir com você? Sim... poderíamos fazer isso! É um grande passo para desafiar a minha família... mas um casamento sem amor, e viver sem você, seria um castigo muito pior! Mas esteja avisado... isto será um terrível golpe contra o prestígio de meu {s11}, e ele fará de tudo para se vingar de você.
dlga_lady_elope_agree:lady_elope_agree_nurse|Rápido, então! Não há tempo a perder.
dlga_lady_elope_agree:close_window|Tudo em seu poder, você diz? Hum... deixe-me pensar sobre isso, então...
dlga_lady_elope_agree_nurse:lady_elope_agree_lady_vows|Milorde... Milady... Gostariam que eu fosse a testemunha de suas trocas de votos?
dlga_lady_elope_agree_lady_vows:lady_elope_agree_nurse_2|Sim, por favor. Da minha parte, faço o seguinte juramento: Eu, {s4}, juro que aceito {playername} como {meu marido/minha esposa}, de acordo com as antigas leis e costumes de nossa terra...
dlga_lady_elope_agree_nurse_2:lady_elope_agree_player_vows|Muito bem. Você, {playername}, jura também aceitar {s4} {reg65?como sua esposa:como seu marido}?
dlga_lady_elope_agree_player_vows:close_window|Eu juro.
dlga_lady_elope_agree_player_vows:close_window.1|Hey, o quê? Isto tudo está indo muito rápido...
dlga_lady_elope_agree:lady_conclude_relationship|Oh, verdade? Meu amor... eu nunca poderia separar {reg65?uma dama:um jovem rapaz} de sua família dessa forma...
