qstr_Artillery|Artilharia
qstr_You_have_retreated_f|Você se retirou da batalha.
qstr_^^Ally_Casualties:{s|^^Baixas aliadas:{s0}
qstr_{s1}_of_{s3}_managed|{s1} do {s3} conseguiu escapar.
qstr_Some_of_your_tendons|Alguns de seus tendões sofreram danos durante a batalha. Você perde 1 ponto de força.
qstr_You_took_a_nasty_wou|Provocaram-lhe uma ferida grave que lhe faz mancar mesmo depois de curado. Você perde 1 ponto de agilidade.
qstr_You_have_trouble_thi|Depois da batalha você começa a ter problemas para se concentrar, talvez devido a um forte golpe na cabeça, e agora sofre de enxaquecas. Sua inteligência se reduz em 1.
qstr_Perhaps_I_m_getting_|Talvez esteja perdendo minha boa sorte...
qstr_Retirement_is_starti|Esse assunto de retirar-se soa cada vez melhor.
qstr_No_matter!_I_will_pe|Não importa! Eu me manterei firme!
qstr_What_did_I_do_to_des|O que fiz para merecer isto?
qstr_I_suppose_it_ll_make|Suponho que ao menos terei muitas histórias para contar...
qstr_{s8}_of_{s9}|{s8} do {s9}
qstr__Your_own_banner_fli| Seu estandarte ondeia sobre os portões do castelo.
qstr__You_see_the_banner_| Você vê o estandarte do {s7} ondeando sobre os portões do castelo.
qstr__Your_own_banner_flie| Seu estandarte ondeia sobre os portões da cidade.
qstr__You_see_the_banner_o| Você vê o estandarte do {s7} ondeando sobre os portões da cidade.
qstr_The_guards_shout_lou|Os guardas gritam bem alto para você sair e voltar para a sua cabana.
qstr_You_need_to_be_atlea|Você precisa ser pelo menos da classe alta (Pequena nobreza ou superior) para falar com os Lordes.
qstr_Your_request_for_a_m|Sua solicitação para uma reunião foi negada. O Lorde não quer gastar seu tempo com cidadãos insignificantes.
qstr_Your_request_for_a_me|Sua solicitação para uma reunião é retransmitida para dentro e, por fim, {s6} aparece no pátio para falar com você.
qstr_The_{reg6?town_s:cas|Os suprimentos de comida {reg6?da cidade:do castelo} devem durar por mais {reg3} dias.
qstr_The_{reg6?town_s:cast|Os suprimentos de comida {reg6?da cidade:do castelo} esgotaram-se e os defensores estão famintos.
qstr_You_re_preparing_to_|Você se prepara para atacar os muros. Este trabalho deve ser finalizado em {reg9} horas.
qstr_Your_forces_are_buil|Suas forças estão construindo uma torre de cerco. Estimam-se outras {reg9} horas para completar a construção.
qstr_You_are_ready_to_att|Você já pode atacar os muros, se assim desejar.
qstr_The_siege_tower_is_b|A torre de cerco está pronta e você já pode iniciar o ataque.
qstr_As_a_last_defensive_|Como última medida defensiva, você se retira para a sala principal da fortaleza. Você e seus últimos soldados lutarão ali desesperadamente. Se forem derrotados, não terão mais nenhum lugar por onde escapar.
qstr_You_ve_been_driven_a|Lhe rejeitaram dos muros. Os atacantes já inundam as ruas. Se você é capaz vencê-los, talvez sua sorte possa mudar.
qstr_You_ve_breached_the_|Você conseguiu atravessar os muros da cidade, mas os obstinados defensores continuam a resistência nas ruas! Você terá que ocupar-se deles antes de poder atacar o coração da fortaleza.
qstr_The_town_centre_is_y|O centro da cidade é seu, mas os últimos defensores se retiraram para o castelo. Para alcançar a vitória, o castelo deverá cair.
qstr_The_remaining_defend|Os últimos defensores se refugiaram no castelo como última barreira. Você deve entrar e esmagar a resistência.
qstr_However_since_you_a|Entretanto, como você não é {um homem/uma companheira} juramentad{o/a} ao {s9}, não há chance de ele reconhecer você como o {Lorde/Lady} {reg8?desta Cidade: deste castelo}.
qstr_The_enemy_has_been_f|O inimigo foi obrigado a se retirar. O assalto foi concluído, mas o cerco continua.
qstr_As_you_approach_you|Quando você se aproxima, você é visto pelos guardas do castelo, que te recebem e abrem os portões para {seu/sua} {s38}.
qstr__This_village_and_th| Esta aldeia e suas terras adjacentes lhe pertencem.
qstr__You_remember_that_t| Lembre-se que esta aldeia e suas terras adjacentes pertencem a seu {s11} {s7}.
qstr__These_lands_belong_| Estas terras não pertencem a ninguém.
qstr__The_village_is_infe| A aldeia está infestada com {reg8} {s35}.
qstr__The_village_has_bee| A aldeia foi saqueada. Umas poucas almas se dispersam enquanto você passa por entre as casas queimadas.
qstr__The_village_is_bein| A aldeia está sendo assaltada.
qstr_You_as_their_leader_|Você como líder inspira jovens rapazes. Mais recrutas estão disponíveis.
qstr_No_man_seems_willing|Nenhum homem parece disposto a compartilhar seu destino com você...
qstr_One_{s3}_volunteers_|Apenas 1 {s3} se oferece para segui-l{o/a}.
qstr_{reg5}_{s3}_voluntee|{reg5} {s3} se oferecem para segui-l{o/a}.
qstr_Try_as_you_might_yo|Por mais que tentasse, você não poderia derrotar os bandidos. Enfurecidos, eles arrasam a aldeia até as cinzas para punir os camponeses e depois deixam a terra devastada para trás e encontram pastos mais verdes para saquear.
qstr_castle|O castelo
qstr_The_{s17}_has_no_imp|{s17} não tem melhorias.
qstr_The_{s17}_has_the_fo|{s17} tem as seguintes melhorias: {s18}.
qstr_The_assasins_beat_yo|Os assassinos lhe golpeiam até deixá-lo inconsciente no solo e se vão acreditando ter lhe matado.
qstr_You_have_fallen._The|Você caiu. Os bandidos rapidamente vasculham seu corpo para roubar-lhe os pertences e desaparecem na escuridão da noite. Eles {o/a} deixaram com vida, ainda que pouco tenha faltado para você morrer.
qstr_Luckily_some_of_your|Felizmente, alguns de seus companheiros chegam a sua procura e lhe encontram no solo. Levam-lhe rapidamente a um lugar seguro e cuidam de seus ferimentos.
qstr_Luckily_some_passing|Felizmente, alguns camponeses lhe encontram na sarjeta e percebem que você não é qualquer um. Eles o levam a uma pousada próxima e cuidam de suas feridas.
qstr_You_fail_to_steal_an|Você é incapaz de roubar o gado.
qstr_You_drive_away_{reg1|Você rouba {reg17} {reg12?cabeças:cabeça} de gado do rebanho da aldeia.
qstr_You_are_at_{s2}.|Você está em {s2}.
qstr__This_castle_has_no_| Este castelo carece de guarnição.
qstr__This_town_has_no_ga| Esta cidade carece de guarnição.
qstr__You_have_successful| Você foi capaz de passar sem que lhe detectassem.
qstr_{s13}_A_tournament_w|{s13} Em breve será celebrado um torneio aqui.
qstr_Assassins!_They_want|Assassinos! Eles querem matar pessoas importantes.
qstr_Visit_local_Church.|Visitar a igreja local.
qstr_Visit_local_Mosque.|Visitar a mesquita local.
qstr_Visit_local_Synagogu|Visitar a sinagoga local.
qstr_Visit_local_Norse_Te|Visitar o templo nórdico local.
qstr_Visit_local_Pagan_Sh|Visitar o santuário pagão local.
qstr___{reg1}_Florins_per| ({reg1} florins por noite)
qstr_Moreover_you_earn_{|Além disso, você ganha {reg8} Florins das apostas inteligentes que você fez em si mesmo...
qstr_Victory_is_yours!_Yo|A vitória é sua! Você ganhou este combate, mas agora deve se preparar para a próxima rodada. 
qstr_You_have_been_bested|Você foi derrotado neste combate, mas o mestre de cerimônias reconhece sua habilidade e valentia, permitindo-lhe participar da próxima rodada. 
qstr_You_were_beaten._The|Você foi batido. Os camponeses estão felizes de seu sucesso, mas a lição que você tentava incutir-lhes provavelmente não chegou a eles...
qstr_After_beating_your_l|Após bater seu último oponente, você explica aos aldeões como se defender de um ataque do tipo. Espera que tenham aprendido e da próxima vez possam se defender sozinhos.
qstr_The_bandits_are_brok|Os bandidos foram derrotados! Os poucos que restam vivos e conscientes fogem com o rabo entre as pernas, aterrorizados dos camponeses e de seu novo líder.
qstr_{s1}_s_Ship|Navio d{o/a} {s1}
qstr_However_{reg3?You_a|Contudo, {reg3?Você é:{s1} é} incapaz de encontrar qualquer mercadoria comercial que traria lucro.
qstr_^Buying_{s4}_here_an|^Comprar {s4} aqui e ir vender em {s5} lhe trará um lucro de {reg6} florins por unidade.{s3}
qstr_{reg3?You_find:{s1}_|{reg3?Você se dá:{s1} se dá} conta que:^{s3}
qstr_{s2}^{reg1}_{s1}_ear|{s2}^{reg1} {s1} ganhou {reg0} pontos de experiência.
qstr_{s2}^{s1}_earned_an_|{s2}^{s1} ganhou {reg0} pontos adicionais de experiência.
qstr_^You_earned_{reg0}_e|^Você ganhou {reg0} pontos de experiência.{s2}
qstr_The_training_didn_t_|O treinamento não ocorreu absolutamente bem.
qstr_The_training_didn_t_g|O treinamento não ocorreu muito bem.
qstr_The_training_went_qu|O treinamento ocorreu bastante bem.
qstr_The_training_went_ve|O treinamento ocorreu muito bem.
qstr_The_training_went_pe|O treinamento ocorreu perfeitamente.
qstr_{s13}_asked_you_to_r|{s13} lhe pediu que se apresente a ele com pelo menos {reg13} tropas.
qstr_{s13}_ordered_you_to|{s13} lhe ordenou que una-se ao assalto aos muros de {s14}.
qstr_There_has_been_an_al|Houve um incidente na fronteira: {s9}
qstr_Grand_Vizier_{s0}|Grande Vizir{s0}
qstr_Chancellor_{s0}|Chanceler {s0}
qstr_^^Note_that_so_long_|^^Note que enquanto for marechal, os lordes do reino esperam que seja você quem os lidere nas campanhas. Então se está esperando por um banquete, seja por um casamento ou outro motivo, você pode querer renunciar ao cargo de marechal. Para isso você deve falar com seu senhor.
qstr_You_encounter_the_re|Você encontra a antiga capital do Império Calrádico restaurada! Ela foi restaurada pelo grande e heróico {playername}.
qstr_During_your_travel_yo|Durante a sua viagem, você percebe algumas estruturas estranhas fora dos muros de Aldurias. Você começa a se aproximar cada vez mais. Este lugar contém ruínas antigas da capital do Império Calrádico, a parte antiga de Aldurias.
qstr_This_place_has_no_fo|Este lugar não tem fortificações. Construa o mais rápido possível!
qstr_Wooden_Fort|Forte de Madeira
qstr_Fortunately_your_pea|Felizmente seus camponeses podem se esconder, mas estão implorando por melhores fortificações.
qstr_Stone_Fort|Forte de Pedra
qstr_These_colonists_are_|Esses colonos são defendidos por suas fortificações. Mas eles não ficarão por muito tempo.
qstr_Grand_Fortress|Grande fortaleza
qstr_The_population_is_gr|A população é grata pelas belas fortificações que você construiu. Eles têm a melhor proteção possível.
qstr_A_plague!_Your_colon|Uma praga! Seus colonos são atingidos por uma praga. Eles estão morrendo de fome! (-15% de crescimento)
qstr_A_disaster!_The_harv|Um desastre! As colheitas foram cruelmente ruins. Quase nada que cresce e floresce nestes tempos. (-100% taxa de trabalho)
qstr_Goodness!_Most_of_th|Goodness!_Most_of_the_capable_and_strong_colonists_are_suffering_by_gold_fever._They_stopped_working_so_they_can_search_for_gold._(-50% taxa de trabalho)
qstr_Nearby_natives_seem_|Nativos próximos parecem ser muito hostis à nossa colônia. Não podemos trabalhar desprotegidos na terra. (-25% taxa de trabalho)
qstr_Your_colony_of_{s4}_|Sua colônia de {s4} recebe você.^{s2} {s3}^^^População = {reg0}/{reg6}^Crescimento = {reg1}%^Defesa = {s5}^Taxa de trabalho = {reg3}%^Importação = {reg4} rotas comerciais^{s10} = {reg5} unidades^^
qstr_This_island_is_seize|Estas terras foram capturadas por {s11} de {s12}. Você vê que produz {s10}. Assim que os colonos notam você, eles lançam insultos e tentam fazer você ir embora.
qstr_This_island_hasn_t_b|Estas terras ainda não foram reivindicadas. Durante sua exploração você pesquisa e pensa... descobriu que este lugar é um bom produtor de {s10}.
qstr_You_need_to_build_mo|Você precisa construir mais casas!
qstr_The_population_has_i|A população aumentou com 10 colonos.
qstr_The_population_has_in|A população aumentou com 10 escravos.
qstr_Are_you_sure?|Você tem certeza?
qstr_Your_colony_does_not|Sua colônia não tem materiais suficientes para fazer isso.
qstr_Production_is_increa|A produção aumentou.
qstr_Fortifications_have_|Fortificações foram construídas.
qstr_Catholicism|Catolicismo
qstr__believing_that_the|, acreditando que o Papa é o Representante do próprio Cristo.
qstr_Orthodoxy|Ortodoxia
qstr__claiming_to_have_a|, alegando ter uma conexão ininterrupta com a fé e a doutrina desde o primeiro século.
qstr_Lutheranism|Luteranismo
qstr__believing_the_Bibl|, acreditando que a Bíblia é a única fonte de conhecimento divinamente revelado (Sola Scriptura).
qstr_Calvinism|Calvinismo
qstr__following_the_doct|, seguindo a doutrina da Sola Scriptura, mas principalmente procurando maneiras de honrar a Deus, não a salvação.
qstr_Anglicanism|Anglicanismo
qstr__still_having_a_hie|, ainda tendo uma hierarquia, porém também reformada. O líder da igreja é o governante de um reino.
qstr_Sunni|Sunismo
qstr__seeing_Abu_Bakr_as|, vendo Abu Bakr como o primeiro Califa do grande Califado.
qstr_Shiism|Xiismo
qstr__followers_of_Muham|, seguidores do primo-genro de Maomé, Ali, sendo o sucessor do Califado.
qstr_Odin|Odin
qstr__the_one_eyed_rave|, de um só olho, rodeado por seus corvos Hugin e Munin. rei de todos os deuses, que astuciosamente persegue o conhecimento em todos os mundos.
qstr_Thor|Thor
qstr__the_hammer_wieldin|, o portador de Mjölnir, deus protetor da humanidade.
qstr_Freyja|Freya
qstr__the_feathered_cloa|, a deusa do vestido com capa de penas que cavalga para conduzir e escolher os mortos em batalha. Famosa por sua ligação divina ao amor, fertilidade e beleza.
qstr_Heimdallr|Heimdall
qstr__very_mysterious_b|, muito misterioso, nascido de nove mães. Ele pode ouvir grama crescer, tem dentes de ouro e possui um chifre.
qstr_Tyr|Tyr
qstr__the_god_of_glory_|, o deus da glória, lei, guerra e batalha, famoso por ter sacrificado a mão para aprisionar o lobo monstruoso, Fenrir.
qstr_Loki|Loki
qstr__the_wily_trickster|, o astuto deus trapaceiro da mitologia nórdica.
qstr_Tengri|Tengri
qstr__one_supreme_God._T|, um Deus supremo. O incognoscível. Aquele que sabe tudo, um juiz das boas e más ações das pessoas.
qstr_Shamanism|Xamanismo
qstr__a_practice_that_in|, uma prática que envolve um indivíduo atingindo estados alterados de consciência para interagir com o mundo espiritual.
qstr_Animism|Animismo
qstr__believing_non_huma|, acreditar que entidades não-humanas, como animais e plantas, possuem essência espiritual.
qstr_Totemism|Totemismo
qstr__believing_each_hum|, acreditando que cada humano tem conexão espiritual com animais ou plantas, mais conhecida como espírito, coisas ou totens. crer que cada humano tem conexão espiritual com animais ou plantas, mais conhecido como seres espirituais ou totens.
qstr_Ancester_Worship|Adoração de Antepassados
qstr__believing_the_dead|, acreditando que os mortos continuam existindo e são capazes de influenciar o destino dos vivos.
qstr_Flagbearers_disabled|Portadores de bandeira desativados em batalha.
qstr_Flagbearers_enabled_|Portadores de bandeira ativados em batalha.
qstr_Dynamic_year_mutatio|Anos dinâmicos ativados.
qstr_Dynamic_year_mutation|Anos dinâmicos desativados.
qstr_Year_reset_to_1423.|Ano resetado para 1423.
qstr_Changed.|Mudado.
qstr_The_population_of_{s1}|A população de {s1} tornou-se tão grande e eles querem mostrar sua riqueza. Como resultado disso, eles melhoraram a igreja no centro da vila. (+20 prestígio)
