itm_no_item|ITEM INVÁLIDO
itm_battle_banner_kkk_pl|Estandarte de Cavalaria
itm_battle_banner_jjj|Estandarte de Cavalaria
itm_battle_banner_jjj_pl|Estandarte de Cavalaria
itm_battle_banners_end|End
itm_battle_banners_end_pl|End
itm_bishop_cassack|Batina de Arcebispo
itm_bishop_cassack_pl|Batina de Arcebispo
itm_pope_cassack|Batina de Papa
itm_pope_cassack_pl|Batina de Papa
itm_bishop|Batina de Bispo de Guerra
itm_bishop_pl|Batina de Bispo de Guerra
itm_surgeon|Roupa de Cirurgião
itm_surgeon_pl|Roupa de Cirurgião
itm_doge_cloth|Batina de Doge
itm_doge_cloth_pl|Batina de Doge
itm_bishop_mitre|Mitra de Bispo
itm_bishop_mitre_pl|Mitra de Bispo
itm_zuchetto_pope|Solidéu do Papa
itm_zuchetto_pope_pl|Solidéu do Papa
itm_doge_hat|Chapéu Ducal
itm_doge_hat_pl|Chapéu Ducal
itm_mitre_bishop|Mitra de Bispo
itm_mitre_bishop_pl|Mitra de Bispo
itm_natives_boots|Sandálias Nativas
itm_natives_boots_pl|Sandálias Nativas
itm_cuahchiqueh_boots|Botas Cuahchiqueh
itm_cuahchiqueh_boots_pl|Botas Cuahchiqueh
itm_coyote_boots|Botas Coiote
itm_coyote_boots_pl|Botas Coiote
itm_eagle_boots|Botas Águia
itm_eagle_boots_pl|Botas Águia
itm_jaguar_boots|Botas Jaguar
itm_jaguar_boots_pl|Botas Jaguar
itm_coyote_boots2|Botas Coiote
itm_coyote_boots2_pl|Botas Coiote
itm_coyote_boots3|Botas Coiote
itm_coyote_boots3_pl|Botas Coiote
itm_coyote_boots4|Botas Coiote
itm_coyote_boots4_pl|Botas Coiote
itm_cuahchiqueh_boots2|Botas Cuahchiqueh
itm_cuahchiqueh_boots2_pl|Botas Cuahchiqueh
itm_cuahchiqueh_boots3|Botas Cuahchiqueh
itm_cuahchiqueh_boots3_pl|Botas Cuahchiqueh
itm_cuahchiqueh_boots4|Botas Cuahchiqueh
itm_cuahchiqueh_boots4_pl|Botas Cuahchiqueh
itm_jaguar_boots2|Botas Jaguar
itm_jaguar_boots2_pl|Botas Jaguar
itm_natives_headwear_a|Chapéu Acztaoc
itm_natives_headwear_a_pl|Chapéu Acztaoc
itm_natives_helmet_a|Chapéu Acztaoc
itm_natives_helmet_a_pl|Chapéu Acztaoc
itm_natives_helmet_b|Chapéu Acztaoc
itm_natives_helmet_b_pl|Chapéu Acztaoc
itm_natives_helmet_c|Chapéu Acztaoc
itm_natives_helmet_c_pl|Chapéu Acztaoc
itm_natives_helmet_d|Chapéu Acztaoc
itm_natives_helmet_d_pl|Chapéu Acztaoc
itm_natives_helmet_e|Chapéu Acztaoc
itm_natives_helmet_e_pl|Chapéu Acztaoc
itm_cuahchiqueh_helmet|Capacete Cuahchiqueh
itm_cuahchiqueh_helmet_pl|Capacete Cuahchiqueh
itm_coyote_helmet|Capacete Coiote
itm_coyote_helmet_pl|Capacete Coiote
itm_eagle_helmet|Capacete Águia
itm_eagle_helmet_pl|Capacete Águia
itm_jaguar_helmet|Capacete Jaguar
itm_jaguar_helmet_pl|Capacete Jaguar
itm_coyote_helmet1|Capacete Coiote
itm_coyote_helmet1_pl|Capacete Coiote
itm_coyote_helmet2|Capacete Coiote
itm_coyote_helmet2_pl|Capacete Coiote
itm_coyote_helmet3|Capacete Coiote
itm_coyote_helmet3_pl|Capacete Coiote
itm_coyote_helmet4|Capacete Coiote
itm_coyote_helmet4_pl|Capacete Coiote
itm_cuahchiqueh_helmet_b|Capacete Cuahchiqueh
itm_cuahchiqueh_helmet_b_pl|Capacete Cuahchiqueh
itm_cuahchiqueh_helmet_g|Capacete Cuahchiqueh
itm_cuahchiqueh_helmet_g_pl|Capacete Cuahchiqueh
itm_cuahchiqueh_helmet_r|Capacete Cuahchiqueh
itm_cuahchiqueh_helmet_r_pl|Capacete Cuahchiqueh
itm_cuahchiqueh_helmet_w|Capacete Cuahchiqueh
itm_cuahchiqueh_helmet_w_pl|Capacete Cuahchiqueh
itm_eagle_helmet1_1|Capacete Águia
itm_eagle_helmet1_1_pl|Capacete Águia
itm_eagle_helmet1_2|Capacete Águia
itm_eagle_helmet1_2_pl|Capacete Águia
itm_eagle_helmet1_3|Capacete Águia
itm_eagle_helmet1_3_pl|Capacete Águia
itm_eagle_helmet1_4|Capacete Águia
itm_eagle_helmet1_4_pl|Capacete Águia
itm_eagle_helmet2_1|Capacete Águia
itm_eagle_helmet2_1_pl|Capacete Águia
itm_eagle_helmet2_2|Capacete Águia
itm_eagle_helmet2_2_pl|Capacete Águia
itm_eagle_helmet2_3|Capacete Águia
itm_eagle_helmet2_3_pl|Capacete Águia
itm_eagle_helmet2_4|Capacete Águia
itm_eagle_helmet2_4_pl|Capacete Águia
itm_eagle_helmet3_1|Capacete Águia
itm_eagle_helmet3_1_pl|Capacete Águia
itm_eagle_helmet3_2|Capacete Águia
itm_eagle_helmet3_2_pl|Capacete Águia
itm_eagle_helmet3_3|Capacete Águia
itm_eagle_helmet3_3_pl|Capacete Águia
itm_eagle_helmet3_4|Capacete Águia
itm_eagle_helmet3_4_pl|Capacete Águia
itm_jaguar_helmet_1|Capacete Jaguar
itm_jaguar_helmet_1_pl|Capacete Jaguar
itm_jaguar_helmet_2|Capacete Jaguar
itm_jaguar_helmet_2_pl|Capacete Jaguar
itm_jaguar_helmet_3|Capacete Jaguar
itm_jaguar_helmet_3_pl|Capacete Jaguar
itm_jaguar_helmet_4|Capacete Jaguar
itm_jaguar_helmet_4_pl|Capacete Jaguar
itm_natives_cloth_b|Roupa Nativa
itm_natives_cloth_b_pl|Roupa Nativa
itm_native_armor_a|Armadura de Guerreiro Nativo
itm_native_armor_a_pl|Armadura de Guerreiro Nativo
itm_native_armor_b|Armadura de Guerreiro Nativo
itm_native_armor_b_pl|Armadura de Guerreiro Nativo
itm_native_armor_c|Roupa de Guerreiro Nativo
itm_native_armor_c_pl|Roupa de Guerreiro Nativo
itm_native_armor_e|Roupa de Guerreiro Nativo
itm_native_armor_e_pl|Roupa de Guerreiro Nativo
itm_native_armor_g|Roupa de Guerreiro Nativo
itm_native_armor_g_pl|Roupa de Guerreiro Nativo
itm_native_armor_f|Roupa de Sacerdote Guerreiro Nativo
itm_native_armor_f_pl|Roupa de Sacerdote Guerreiro Nativo
itm_cuahchiqueh_armour|Armadura Cuahchiqueh
itm_cuahchiqueh_armour_pl|Armadura Cuahchiqueh
itm_coyote_armour|Armadura de Guarda do Templo
itm_coyote_armour_pl|Armadura de Guarda do Templo
itm_eagle_armour|Armadura de Guerreiro Águia
itm_eagle_armour_pl|Armadura de Guerreiro Águia
itm_jaguar_armour|Armadura Jaguar
itm_jaguar_armour_pl|Armadura Jaguar
itm_coyote_armour2|Armadura Coiote
itm_coyote_armour2_pl|Armadura Coiote
itm_coyote_armour3|Armadura Coiote
itm_coyote_armour3_pl|Armadura Coiote
itm_coyote_armour4|Armadura Coiote
itm_coyote_armour4_pl|Armadura Coiote
itm_cuahchiqueh_armour2|Armadura Cuahchiqueh
itm_cuahchiqueh_armour2_pl|Armadura Cuahchiqueh
itm_cuahchiqueh_armour3|Armadura Cuahchiqueh
itm_cuahchiqueh_armour3_pl|Armadura Cuahchiqueh
itm_cuahchiqueh_armour4|Armadura Cuahchiqueh
itm_cuahchiqueh_armour4_pl|Armadura Cuahchiqueh
itm_eagle_armour2|Armadura de Guerreiro Águia
itm_eagle_armour2_pl|Armadura de Guerreiro Águia
itm_eagle_armour3|Armadura de Guerreiro Águia
itm_eagle_armour3_pl|Armadura de Guerreiro Águia
itm_eagle_armour4|Armadura de Guerreiro Águia
itm_eagle_armour4_pl|Armadura de Guerreiro Águia
itm_jaguar_armour2|Armadura Jaguar
itm_jaguar_armour2_pl|Armadura Jaguar
itm_jaguar_armour3|Armadura Jaguar
itm_jaguar_armour3_pl|Armadura Jaguar
itm_jaguar_armour4|Armadura Jaguar
itm_jaguar_armour4_pl|Armadura Jaguar
itm_natives_face_a|Máscara Acztaoc
itm_natives_face_a_pl|Máscara Acztaoc
itm_natives_face_b|Máscara Acztaoc
itm_natives_face_b_pl|Máscara Acztaoc
itm_natives_face_c|Máscara Acztaoc
itm_natives_face_c_pl|Máscara Acztaoc
itm_natives_face_d|Máscara Acztaoc
itm_natives_face_d_pl|Máscara Acztaoc
itm_natives_dress_a|Vestido de Dama Acztaoc
itm_natives_dress_a_pl|Vestido de Dama Acztaoc
itm_ancest_chief_outfit|Roupa Tribal
itm_ancest_chief_outfit_pl|Roupa Tribal
itm_furindianbody|Roupa Tribal
itm_furindianbody_pl|Roupa Tribal
itm_indianbody2|Roupa Tribal
itm_indianbody2_pl|Roupa Tribal
itm_black_body_new|Roupa Tribal
itm_black_body_new_pl|Roupa Tribal
itm_natives_weapon_a|Cutelo de Obsidiana
itm_natives_weapon_a_pl|Cutelo de Obsidiana
itm_natives_weapon_b|Cutelo de Pederneira
itm_natives_weapon_b_pl|Cutelo de Pederneira
itm_natives_weapon_c|Macuahuitl
itm_natives_weapon_c_pl|Macuahuitl
itm_natives_weapon_d|Tepoztopilli
itm_natives_weapon_d_pl|Tepoztopilli
itm_natives_weapon_e|Lança de Obsidiana
itm_natives_weapon_e_pl|Lança de Obsidiana
itm_natives_weapon_f|Porrete Tribal
itm_natives_weapon_f_pl|Porrete Tribal
itm_natives_weapon_g|Faca de Obsidiana
itm_natives_weapon_g_pl|Faca de Obsidiana
itm_natives_shield_a|Yaochimalli
itm_natives_shield_a_pl|Yaochimalli
itm_natives_shield_b|Yaochimalli
itm_natives_shield_b_pl|Yaochimalli
itm_natives_shield_c|Yaochimalli
itm_natives_shield_c_pl|Yaochimalli
itm_aztec_shield2|Escudo Acztaoc
itm_aztec_shield2_pl|Escudo Acztaoc
itm_aztec_shield3|Escudo Acztaoc
itm_aztec_shield3_pl|Escudo Acztaoc
itm_aztec_shield4|Escudo Acztaoc
itm_aztec_shield4_pl|Escudo Acztaoc
itm_aztec_shield5|Escudo Acztaoc
itm_aztec_shield5_pl|Escudo Acztaoc
itm_aztec_shield6|Escudo Acztaoc
itm_aztec_shield6_pl|Escudo Acztaoc
itm_aztec_shield7|Escudo Acztaoc
itm_aztec_shield7_pl|Escudo Acztaoc
itm_aztec_shield8|Escudo Acztaoc
itm_aztec_shield8_pl|Escudo Acztaoc
itm_natives_strong_bow|Arco Forte Acztaoc
itm_natives_strong_bow_pl|Arco Forte Acztaoc
itm_natives_war_bow|Arco de Guerra Acztaoc
itm_natives_war_bow_pl|Arco de Guerra Acztaoc
itm_turguhn_bow|Arco Turguhn
itm_turguhn_bow_pl|Arco Turguhn
itm_turguhn_bow_b|Arco Turguhn
itm_turguhn_bow_b_pl|Arco Turguhn
itm_turguhn_arrow|Flechas Turguhn
itm_turguhn_arrow_pl|Flechas Turguhn
itm_turguhn_armor_j|Armadura Turguhn
itm_turguhn_armor_j_pl|Armadura Turguhn
itm_turguhn_armor_n|Armadura Turguhn
itm_turguhn_armor_n_pl|Armadura Turguhn
itm_turguhn_armor_f|Armadura Turguhn
itm_turguhn_armor_f_pl|Armadura Turguhn
itm_turguhn_armor_a|Armadura Turguhn
itm_turguhn_armor_a_pl|Armadura Turguhn
itm_turguhn_armor_b|Armadura Turguhn
itm_turguhn_armor_b_pl|Armadura Turguhn
itm_turguhn_armor_c|Armadura Turguhn
itm_turguhn_armor_c_pl|Armadura Turguhn
itm_turguhn_armor_d|Armadura Turguhn
itm_turguhn_armor_d_pl|Armadura Turguhn
itm_turguhn_armor_e|Armadura Turguhn
itm_turguhn_armor_e_pl|Armadura Turguhn
itm_turguhn_armor_g|Armadura Turguhn
itm_turguhn_armor_g_pl|Armadura Turguhn
itm_turguhn_armor_h|Armadura Turguhn
itm_turguhn_armor_h_pl|Armadura Turguhn
itm_turguhn_armor_i|Armadura Turguhn
itm_turguhn_armor_i_pl|Armadura Turguhn
itm_turguhn_armor_k|Armadura Turguhn
itm_turguhn_armor_k_pl|Armadura Turguhn
itm_turguhn_armor_l|Armadura Turguhn
itm_turguhn_armor_l_pl|Armadura Turguhn
itm_turguhn_armor_m|Armadura Turguhn
itm_turguhn_armor_m_pl|Armadura Turguhn
itm_sable_furs|Peles de Zibelina
itm_sable_furs_pl|Peles de Zibelina
itm_sugar|Açucar
itm_sugar_pl|Açucar
itm_tobacco|Tabaco
itm_tobacco_pl|Tabaco
itm_cotton|Algodão
itm_cotton_pl|Algodão
itm_coffee|Café
itm_coffee_pl|Café
itm_ivory|Marfim
itm_ivory_pl|Marfim
itm_gold|Ouro
itm_gold_pl|Ouro
itm_cacao|Cacau
itm_cacao_pl|Cacau
itm_coins_few|Algumas Moedas
itm_coins_few_pl|Algumas Moedas
itm_coins_many|Pilha de Moedas
itm_coins_many_pl|Pilha de Moedas
itm_natives_stone_sun|Pedra do Sol
itm_natives_stone_sun_pl|Pedra do Sol
itm_natives_serpent|Serpente de Duas Cabeças
itm_natives_serpent_pl|Serpente de Duas Cabeças
itm_natives_pendants_b|Pingentes de Ouvido
itm_natives_pendants_b_pl|Pingentes de Ouvido
itm_natives_bracelet|Bracelete de Ouro
itm_natives_bracelet_pl|Bracelete de Ouro
itm_natives_pendants|Pingentes de Ouvido
itm_natives_pendants_pl|Pingentes de Ouvido
itm_natives_gemstones_plate|Crânio de Turquesa
itm_natives_gemstones_plate_pl|Crânio de Turquesa
itm_natives_sapphire|Safira
itm_natives_sapphire_pl|Safira
itm_natives_ruby|Rubi
itm_natives_ruby_pl|Rubi
itm_natives_topaz|Tópaz
itm_natives_topaz_pl|Tópaz
itm_natives_gemstones|Gemas Raras
itm_natives_gemstones_pl|Gemas Raras
itm_natives_diamond|Diamante
itm_natives_diamond_pl|Diamante
itm_natives_amethyst|Ametista
itm_natives_amethyst_pl|Ametista
itm_natives_fine_turquoise|Turquesa Fina
itm_natives_fine_turquoise_pl|Turquesa Fina
itm_natives_turquoise|Turquesa
itm_natives_turquoise_pl|Turquesa
itm_natives_amber|Âmbar
itm_natives_amber_pl|Âmbar
itm_natives_emerald|Esmeralda
itm_natives_emerald_pl|Esmeralda
itm_natives_blue_diamond|Diamante Azul Raro
itm_natives_blue_diamond_pl|Diamante Azul Raro
itm_natives_knife|Faca de Sacrifícios
itm_natives_knife_pl|Faca de Sacrifícios
itm_natives_necklace_a|Colar de Ouro
itm_natives_necklace_a_pl|Colar de Ouro
itm_natives_necklace_b|Colar de Turquesa
itm_natives_necklace_b_pl|Colar de Turquesa
itm_natives_jewelry_a|Jóias
itm_natives_jewelry_a_pl|Jóias
itm_natives_death_mask|Máscara da Morte de Turquesa
itm_natives_death_mask_pl|Máscara da Morte de Turquesa
itm_natives_jewelry_b|Jóias
itm_natives_jewelry_b_pl|Jóias
itm_natives_ring_a|Anel
itm_natives_ring_a_pl|Anel
itm_natives_mask_a|Máscara de Turquesa
itm_natives_mask_a_pl|Máscara de Turquesa
itm_natives_mask_b|Máscara de Turquesa
itm_natives_mask_b_pl|Máscara de Turquesa
itm_natives_jewelry_c|Jóias
itm_natives_jewelry_c_pl|Jóias
itm_natives_mask_c|Máscara de Fuchsite
itm_natives_mask_c_pl|Máscara de Fuchsite
itm_ore_gold|Minério de Ouro
itm_ore_gold_pl|Minério de Ouro
itm_ore_pyrite|Minério de Pirita
itm_ore_pyrite_pl|Minério de Pirita
itm_ore_silver|Minério de Prata
itm_ore_silver_pl|Minério de Prata
itm_ore_iron|Minério de Ferro
itm_ore_iron_pl|Minério de Ferro
itm_woodcutter_axe|Machado de Lenhador
itm_woodcutter_axe_pl|Machados de Lenhador
itm_mining_pickaxe|Picareta de Mineração
itm_mining_pickaxe_pl|Picaretas de Mineração
itm_farming_sickle|Foice de Fazendeiro
itm_farming_sickle_pl|Foices de Fazendeiro
itm_tools_end|Fim das Ferramentas
itm_tools_end_pl|Fim das Ferramentas
itm_sword_harlaus|Espada do Harlaus II
itm_sword_harlaus_pl|Espada do Harlaus II
itm_crown_swadia|Coroa de Rei
itm_crown_swadia_pl|Coroa de Rei
itm_crown_vaegirs|Coroa de Tsar
itm_crown_vaegirs_pl|Coroa de Tsar
itm_crown_rhodok|Coroa de Rei
itm_crown_rhodok_plCoroa do Rei
itm_crown_sarranid|Turbante de Sultão
itm_crown_sarranid_pl|Turbante de Sultão
itm_crown_khergit|Chapéu do Khan
itm_crown_khergit_pl|Chapéu do Khan
itm_crown_nords|Coroa de Rei Viking
itm_crown_nords_pl|Coroa de Rei Viking
itm_dedal_kufel|Caneca
itm_dedal_kufel_pl|Caneca
itm_dedal_lutnia|Alaúde
itm_dedal_lutnia_pl|Alaúde
itm_dedal_lira|Lira
itm_dedal_lira_pl|Lira
itm_wielded_rod_hot|Barra de Ferro quente
itm_wielded_rod_hot_pl|Barra de Ferro quente
itm_wielded_rod|Barra de Ferro Bruto
itm_wielded_rod_pl|Barra de Ferro Bruto
itm_wielded_rod_wrought|Barra de Ferro Forjado
itm_wielded_rod_wrought_pl|Barra de Ferro Forjado
itm_wielded_sword_rough|Lâmina Forjada
itm_wielded_sword_rough_pl|Lâmina Forjada
itm_wielded_sword_unpolished|Lâmina de Espada não Polida
itm_wielded_sword_unpolished_pl|Lâmina de Espada não Polida
itm_wielded_sword_polished|Lâmina de Espada Polida
itm_wielded_sword_polished_pl|Lâmina de Espada Polida
itm_wielded_hammer|Martelo de Ferreiro
itm_wielded_hammer_pl|Martelo de Ferreiro
itm_wielded_handle_unpolished|Punho não Polido
itm_wielded_handle_unpolished_pl|Punho não Polido
itm_wielded_breastplate_unpolished|Peitoral não Polido
itm_wielded_breastplate_unpolished_pl|Peitoral não Polido
itm_wielded_breastplate_polished|Peitoral Polido
itm_wielded_breastplate_polished_pl|Peitoral Polido
itm_wielded_handle_polished|Punho Polido
itm_wielded_handle_polished_pl|Punho Polido
itm_wielded_pauldron_polished|Brafoneiras Polidas
itm_wielded_pauldron_polished_pl|Brafoneiras Polidas
itm_wielded_tassets_polished|Juntas Polidas
itm_wielded_tassets_polished_pl|Juntas Polidas
itm_wielded_cuisse_polished|Perneiras Polidas
itm_wielded_cuisse_polished_pl|Perneiras Polidas
itm_wielded_bracer_polished|Braçadeiras Polidas
itm_wielded_bracer_polished_pl|Braçadeiras Polidas
itm_wielded_pauldron_unpolished|Brafoneiras não Polidas
itm_wielded_pauldron_unpolished_pl|Brafoneiras não Polidas
itm_wielded_tassets_unpolished|Juntas não Polidas
itm_wielded_tassets_unpolished_pl|Juntas não Polidas
itm_wielded_cuisse_unpolished|Perneiras não Polidas
itm_wielded_cuisse_unpolished_pl|Perneiras não Polidas
itm_wielded_bracer_unpolished|Braçadeiras não Polidas
itm_wielded_bracer_unpolished_pl|Braçadeiras não Polidas
itm_wielded_salet_unpolished|Capacete não Polido
itm_wielded_salet_unpolished_pl|Capacete não Polido
itm_wielded_visor_unpolished|Viseira não Polida
itm_wielded_visor_unpolished_pl|Viseira não Polida
itm_wielded_greave_unpolished|Grevas não Polidas
itm_wielded_greave_unpolished_pl|Grevas não Polidas
itm_wielded_blade_axe_unpolished|Lâmina de Machado não Polida
itm_wielded_blade_axe_unpolished_pl|Lâmina de Machado não Polida
itm_wielded_blade_poleaxe_unpolished|Lâmina de Machado de Haste não Polida
itm_wielded_blade_poleaxe_unpolished_pl|Lâmina de Machado de Haste não Polida
itm_wielded_head_mace_unpolished|Cabeça de Maça não Polida
itm_wielded_head_mace_unpolished_pl|Cabeça de Maça não Polida
itm_wielded_salet_polished|Capacete Polido
itm_wielded_salet_polished_pl|Capacete Polido
itm_wielded_visor_polished|Viseira Polida
itm_wielded_visor_polished_pl|Viseira Polida
itm_wielded_greave_polished|Grevas Polidas
itm_wielded_greave_polished_pl|Grevas Polidas
itm_wielded_blade_axe_polished|Lâmina de Machado Polida
itm_wielded_blade_axe_polished_pl|Lâmina de Machado Polida
itm_wielded_blade_poleaxe_polished|Lâmina de Machado de Haste Polida
itm_wielded_blade_poleaxe_polished_pl|Lâmina de Machado de Haste Polida
itm_wielded_head_mace_polished|Cabeça de Maça Polida
itm_wielded_head_mace_polished_pl|Cabeça de Maça Polida
itm_wielded_tool_polished|Finalizar Ferramenta
itm_wielded_tool_polished_pl|Finalizar Ferramenta
itm_wielded_chisel|Formão
itm_wielded_chisel_pl|Formão
itm_wielded_pole_unedited|Serra
itm_wielded_pole_unedited_pl|Serra
itm_wielded_saw_b|Serra
itm_wielded_saw_b_pl|Serra
itm_wielded_chisel_b|Formão
itm_wielded_chisel_b_pl|Formão
itm_wielded_drawknife|Faca de Talhar
itm_wielded_drawknife_pl|Faca de Talhar
itm_wielded_plane|Plano
itm_wielded_plane_pl|Plano
itm_wielded_leg_unfinished|Perna
itm_wielded_leg_unfinished_pl|Perna
itm_wielded_heft_unfinished|Cabo
itm_wielded_heft_unfinished_pl|Cabo
itm_wielded_panel_unfinished|Painel
itm_wielded_panel_unfinished_pl|Painel
itm_wielded_leg_unedited|Perna
itm_wielded_leg_unedited_pl|Perna
itm_wielded_pole_unfinished|Torno
itm_wielded_pole_unfinished_pl|Torno
itm_wielded_pole_edited|Torno
itm_wielded_pole_edited_pl|Torno
itm_wielded_ramrod|Vareta
itm_wielded_ramrod_pl|Vareta
itm_wielded_lighter|Acendedor
itm_wielded_lighter_pl|Acendedor
itm_wielded_sawpit_saw|Dique de Serra
itm_wielded_sawpit_saw_pl|Dique de Serra
itm_wielded_lunellum|Lunelo
itm_wielded_lunellum_pl|Lunelo
itm_wielded_quill|Pena
itm_wielded_quill_pl|Pena
itm_wielded_blessing|Bênção
itm_wielded_blessing_pl|Bênção
itm_wielded_host|Hóstia
itm_wielded_host_pl|Hóstia
itm_wielded_communion|Hóstias Consagradas
itm_wielded_communion_pl|Hóstias Consagradas
itm_wielded_peel|Descascar
itm_wielded_peel_pl|Descascar
itm_wielded_firearm_barrel_unpolished|Cano da Arma de Fogo
itm_wielded_firearm_barrel_unpolished_pl|Cano da Arma de Fogo
itm_wielded_firearm_barrel_polished|Cano da Arma de Fogo
itm_wielded_firearm_barrel_polished_pl|Cano da Arma de Fogo
itm_wielded_shield_unpolished|Escudo
itm_wielded_shield_unpolished_pl|Escudo
itm_wielded_shield_polished|Escudo
itm_wielded_shield_polished_pl|Escudo
itm_wielded_tanning_knife|Faca de Curtir
itm_wielded_tanning_knife_pl|Faca de Curtir
itm_wielded_hide|Curtir Couro
itm_wielded_hide_pl|Curtir Couro
itm_wielded_flax|Linho
itm_wielded_flax_pl|Linho
itm_wielded_scrutching_tool|Ferramenta de Arranhar
itm_wielded_scrutching_tool_pl|Ferramenta de Arranhar
itm_wielded_needle|Agulha
itm_wielded_needle_pl|Agulha
itm_red_tpe_tunic|Vestimenta de Torneio
itm_red_tpe_tunic_pl|Vestimenta de Torneio
itm_blue_tpe_tunic|Vestimenta de Torneio
itm_blue_tpe_tunic_pl|Vestimenta de Torneio
itm_green_tpe_tunic|Vestimenta de Torneio
itm_green_tpe_tunic_pl|Vestimenta de Torneio
itm_gold_tpe_tunic|Vestimenta de Torneio
itm_gold_tpe_tunic_pl|Vestimenta de Torneio
itm_red_tpe_armor|Armadura de Torneio
itm_red_tpe_armor_pl|Armadura de Torneio
itm_blue_tpe_armor|Armadura de Torneio
itm_blue_tpe_armor_pl|Armadura de Torneio
itm_green_tpe_armor|Armadura de Torneio
itm_green_tpe_armor_pl|Armadura de Torneio
itm_gold_tpe_armor|Armadura de Torneio
itm_gold_tpe_armor_pl|Armadura de Torneio
itm_tpe_enhanced_shield_red|Escudo de Torneio
itm_tpe_enhanced_shield_red_pl|Escudo de Torneio
itm_tpe_enhanced_shield_blue|Escudo de Torneio
itm_tpe_enhanced_shield_blue_pl|Escudo de Torneio
itm_tpe_enhanced_shield_green|Escudo de Torneio
itm_tpe_enhanced_shield_green_pl|Escudo de Torneio
itm_tpe_enhanced_shield_yellow|Escudo de Torneio
itm_tpe_enhanced_shield_yellow_pl|Escudo de Torneio
itm_tpe_normal_boots|Grevas de Torneio
itm_tpe_normal_boots_pl|Grevas de Torneio
itm_tpe_enhanced_boots|Grevas de Torneio
itm_tpe_enhanced_boots_pl|Grevas de Torneio
itm_tpe_normal_spear|Lança de Torneio
itm_tpe_normal_spear_pl|Lança de Torneio
itm_tpe_enhanced_spear|Lança de Torneio
itm_tpe_enhanced_spear_pl|Lança de Torneio
itm_tpe_normal_bow|Arco de Torneio
itm_tpe_normal_bow_pl|Arco de Torneio
itm_tpe_enhanced_bow|Arco de Torneio
itm_tpe_enhanced_bow_pl|Arco de Torneio
itm_tpe_normal_crossbow|Besta de Torneio
itm_tpe_normal_crossbow_pl|Besta de Torneio
itm_tpe_enhanced_crossbow|Besta de Torneio
itm_tpe_enhanced_crossbow_pl|Besta de Torneio
itm_tpe_normal_javelin|Javelins de Torneio
itm_tpe_normal_javelin_pl|Javelins de Torneio
itm_tpe_normal_javelin_melee|Javelin Corpo a Corpo de Torneio
itm_tpe_normal_javelin_melee_pl|Javelin Corpo a Corpo de Torneio
itm_tpe_enhanced_javelin|Javelins de Torneio
itm_tpe_enhanced_javelin_pl|Javelins de Torneio
itm_tpe_enhanced_javelin_melee|Javelin Corpo a Corpo de Torneio
itm_tpe_enhanced_javelin_melee_pl|Javelin Corpo a Corpo de Torneio
itm_tpe_normal_sword|Espada de Torneio
itm_tpe_normal_sword_pl|Espada de Torneio
itm_tpe_enhanced_sword|Espada de Torneio
itm_tpe_enhanced_sword_pl|Espada de Torneio
itm_tpe_normal_greatsword|Espada Longa de Torneio
itm_tpe_normal_greatsword_pl|Espada Longa de Torneio
itm_tpe_enhanced_greatsword|Espada Longa de Torneio
itm_tpe_enhanced_greatsword_pl|Espada Longa de Torneio
itm_tpe_normal_lance|Lança Longa de Torneio
itm_tpe_normal_lance_pl|Lança Longa de Torneio
itm_tpe_enhanced_lance|Lança Longa de Torneio
itm_tpe_enhanced_lance_pl|Lança Longa de Torneio
itm_tpe_normal_horse_red|Cavalo de Torneio
itm_tpe_normal_horse_red_pl|Cavalo de Torneio
itm_tpe_normal_horse_blue|Cavalo de Torneio
itm_tpe_normal_horse_blue_pl|Cavalo de Torneio
itm_tpe_normal_horse_green|Cavalo de Torneio
itm_tpe_normal_horse_green_pl|Cavalo de Torneio
itm_tpe_normal_horse_yellow|Cavalo de Torneio
itm_tpe_normal_horse_yellow_pl|Cavalo de Torneio
itm_tpe_enhanced_horse_red|Cavalo de Guerra de Torneio
itm_tpe_enhanced_horse_red_pl|Cavalo de Guerra de Torneio
itm_tpe_enhanced_horse_blue|Cavalo de Guerra de Torneio
itm_tpe_enhanced_horse_blue_pl|Cavalo de Guerra de Torneio
itm_tpe_enhanced_horse_green|Cavalo de Guerra de Torneio
itm_tpe_enhanced_horse_green_pl|Cavalo de Guerra de Torneio
itm_tpe_enhanced_horse_yellow|Cavalo de Guerra de Torneio
itm_tpe_enhanced_horse_yellow_pl|Cavalo de Guerra de Torneio
itm_tpe_normal_axe|Machado de Torneio
itm_tpe_normal_axe_pl|Machado de Torneio
itm_tpe_enhanced_axe|Machado de Torneio
itm_tpe_enhanced_axe_pl|Machado de Torneio
itm_tpe_normal_quarterstaff|Bastão de Torneio
itm_tpe_normal_quarterstaff_pl|Bastão de Torneio
itm_tpe_enhanced_quarterstaff|Bastão de Torneio
itm_tpe_enhanced_quarterstaff_pl|Bastão de Torneio
itm_tpe_normal_greataxe|Machado Grande de Torneio
itm_tpe_normal_greataxe_pl|Machado Grande de Torneio
itm_tpe_enhanced_greataxe|Machado Grande de Torneio
itm_tpe_enhanced_greataxe_pl|Machado Grande de Torneio
itm_tpe_normal_scimitar|Espada de Aço de Torneio
itm_tpe_normal_scimitar_pl|Espada de Aço de Torneio
itm_tpe_enhanced_scimitar|Espada de Aço de Torneio
